power,L_over_R_H,N_eff,sigma_0_eff,L_metres,L_over_l_P
2,4.359121743230247e-37,1.9001942372302708e+49,2.294040081704551e-25,6.102770440522345e-11,3.77587103552493e+24
2,5.489919081653463e-37,3.0139211523102803e+49,1.8215204725728275e-25,7.685886714314848e-11,4.755367633396245e+24
2,6.914055926496949e-37,4.780416935472758e+49,1.446329058704413e-25,9.679678297095728e-11,5.988954897027838e+24
2,8.707627315397488e-37,7.582277346385645e+49,1.148418465535065e-25,1.2190678241556482e-10,7.542546344207122e+24
2,1.0966468057233746e-36,1.2026342165032807e+50,9.11870617578078e-26,1.5353055280127243e-10,9.499154081581954e+24
2,1.3811273415166628e-36,1.9075127334848846e+50,7.240461975807865e-26,1.9335782781233278e-10,1.1963324340053567e+25
2,1.739404814320881e-36,3.0255291080826584e+50,5.749092975751202e-26,2.435166740049233e-10,1.5066723629929886e+25
2,2.1906228463772728e-36,4.7988284550700646e+50,4.564911763125921e-26,3.066871984928182e-10,1.8975173997470582e+25
2,2.7588910962878298e-36,7.611480081176264e+50,3.62464470361128e-26,3.8624475348029617e-10,2.389751329340334e+25
2,3.47457349573596e-36,1.2072660977270813e+51,2.878051079441009e-26,4.864402894030345e-10,3.0096753878752702e+25
2,4.3759106669759934e-36,1.9148594165354285e+51,2.2852386076954756e-26,6.126274933766391e-10,3.7904136004321045e+25
2,5.51106321073757e-36,3.0371817712745095e+51,1.8145319002177903e-26,7.715488495032598e-10,4.773682676949242e+25
2,6.940685042305439e-36,4.817310885648245e+51,1.4407799718683633e-26,9.716959059227615e-10,6.012021035806611e+25
2,8.741164275275157e-36,7.640795288734667e+51,1.1440123632369576e-26,1.223762998538522e-09,7.571596057172426e+25
2,1.1008704821155054e-35,1.2119158183932253e+52,9.083720712343327e-27,1.5412186749617077e-09,9.535739564373863e+25
2,1.3864466794442855e-35,1.9222343949420855e+52,7.212682714930077e-27,1.9410253512219997e-09,1.2009400442516803e+26
2,1.746104038731416e-35,3.0488793140741624e+52,5.7270356050864104e-27,2.4445456542239826e-09,1.5124752308416571e+26
2,2.1990599128530221e-35,4.835864500317141e+52,4.547397704606499e-27,3.078683877994231e-09,1.9048255863055215e+26
2,2.769516817469012e-35,7.670223402243687e+52,3.610738139203189e-27,3.877323544456617e-09,2.398955328494957e+26
2,3.487955629318142e-35,1.2165834472092117e+53,2.8670089481484867e-27,4.883137881045399e-09,3.021266991313499e+26
2,4.392764252361662e-35,1.9296377776826515e+53,2.2764709020348053e-27,6.149869953306327e-09,3.805012175248539e+26
2,5.532288775301522e-35,3.0606219093327215e+53,1.807570140706362e-27,7.745204285422131e-09,4.7920682599108006e+26
2,6.967416718726148e-35,4.854489573238463e+53,1.435252175045488e-27,9.754383406216607e-09,6.035176012582548e+26
2,8.774830400956219e-35,7.699764856554548e+53,1.1396231656979113e-27,1.2284762561338706e-08,7.600757653550155e+26
2,1.1051104257708722e-34,1.2212690531474783e+54,9.048869476572424e-28,1.547154596079221e-08,9.572465954191764e+26
2,1.3917865045168204e-34,1.9370696741551496e+54,7.185010033900026e-28,1.9485011063235485e-08,1.2055654004619001e+27
2,1.7528290648456621e-34,3.072409730567718e+54,5.7050628612668e-28,2.453960690783927e-08,1.5183004481247865e+27
2,2.207529474238077e-34,4.873186379629841e+54,4.529950841744241e-28,3.090541263933308e-08,1.912161919952797e+27
2,2.7801834630457874e-34,7.729420088193267e+54,3.5968849296890114e-28,3.8922568482641026e-08,2.408194776358992e+27
2,3.5013893034705933e-34,1.2259727054458288e+55,2.8560091818661676e-28,4.901945024858831e-08,3.032903239191112e+27
2,4.4096827484280945e-34,1.9445301941784356e+55,2.2677368351645406e-28,6.173555847799332e-08,3.819666975693397e+27
2,5.553596088989705e-34,3.0842429519641743e+55,1.800635091166519e-28,7.775034524585586e-08,4.8105246539596696e+27
2,6.994251350765777e-34,4.89195519576889e+55,1.4297455865530388e-28,9.791951891072088e-08,6.058420169510435e+27
2,8.808626189915841e-34,7.759189535367127e+55,1.1352508080599502e-28,1.2332076665882177e-07,7.630031564253274e+27
2,1.1093666993419672e-33,1.2306944736088905e+56,9.014151953480853e-29,1.553113379078754e-07,9.60933379373152e+27
2,1.3971468956394084e-33,1.952019447994836e+56,7.157443523806042e-29,1.9560056538951717e-07,1.2102085709836454e+28
2,1.7595799920375268e-33,3.096121748378783e+56,5.683174419607022e-29,2.4634119888525375e-07,1.5241481009200513e+28
2,2.2160316556848398e-33,4.910796298997293e+56,4.5125709167316073e-29,3.1024443179587754e-07,1.9195265090958886e+28
2,2.7908911906362702e-33,7.789073637971138e+56,3.5830848703636455e-29,3.9072476668907784e-07,2.417469809461241e+28
2,3.514874716698942e-33,1.2354344274089466e+57,2.845051618053596e-29,4.920824603378518e-07,3.044584303453674e+28
2,4.426666405175298e-33,1.9595375462707593e+57,2.259036278023755e-29,6.197332967245417e-07,3.8343782183166743e+28
2,5.5749854666544886e-33,3.1080462953408767e+57,1.7937266491209226e-29,7.804979653316284e-07,4.829052131820959e+28
2,7.021189334952375e-33,4.9297099677248976e+57,1.4242601250216576e-29,9.829665068933326e-07,6.081753850062846e+28
2,8.842552141545192e-33,7.819072837594546e+57,1.1308952257139361e-29,1.2379572998163268e-06,7.6594182218543905e+28
2,1.1136393657225857e-32,1.240192636887003e+58,8.979567630057234e-30,1.55909511201162e-06,9.646343627779155e+28
2,1.4025279320210775e-32,1.96708460009932e+58,7.12998277730537e-30,1.9635391048295086e-06,1.214869624427772e+29
2,1.7663569200636078e-32,3.1200167690565947e+58,5.661369956667587e-30,2.472899688089051e-06,1.530018275636611e+29
2,2.2245665828277468e-32,4.9486964814339186e+58,4.495257672750145e-30,3.1143932159588454e-06,1.9269194625593395e+29
2,2.801640158465635e-32,7.849187577527349e+58,3.569337757307372e-30,3.922296221851889e-06,2.4267805648563434e+29
2,3.5284120682735234e-32,1.2449691723538243e+59,2.8341360947937894e-30,4.939776895582933e-06,3.0563103567091407e+29
2,4.443715473566178e-32,1.974660721001148e+59,2.250369102046667e-30,6.221201662992649e-06,3.849146120502426e+29
2,5.596457224360928e-32,3.1320333464101618e+59,1.7868447124853924e-30,7.835040114105299e-06,4.847650967270201e+29
2,7.048231069341252e-32,4.967756120682733e+59,1.4187957093941627e-30,9.867523497077753e-06,6.105177399035271e+29
2,8.876608757158817e-32,7.879418302766859e+59,1.1265563542986154e-30,1.2427252260022343e-05,7.688918060592136e+29
2,1.1179284880487548e-31,1.2497641043909749e+60,8.94511599525844e-31,1.5650998832682567e-05,9.683496003218901e+29
2,1.4079296931759592e-31,1.9822660209265506e+60,7.102627388617926e-31,1.971101570446343e-05,1.2195486296694167e+30
2,1.7731599490647533e-31,3.1440962049673187e+60,5.639649150249792e-31,2.4824239286906548e-05,1.5359110590164637e+30
2,2.2331343817850555e-31,4.986889167110522e+60,4.4780108539668365e-31,3.126388134499078e-05,1.9343408895867778e+30
2,2.812430525368452e-31,7.909765460024267e+60,3.555643387382846e-31,3.9374027355158326e-05,2.4361271801267946e+30
2,3.5420015582320943e-31,1.2545775038518585e+61,2.823262450791033e-31,4.958802181524932e-05,3.068081572230206e+30
2,4.460830205530137e-31,1.989900612257005e+61,2.2417351791607976e-31,6.245162287742192e-05,3.8639709004718887e+30
2,5.618011679391243e-31,3.1562055229776415e+61,1.7799891795674552e-31,7.86521635114774e-05,4.8663214351372397e+30
2,7.075376953520639e-31,5.0060959034410995e+61,1.4133522589243952e-31,9.905527734928894e-05,6.128691162551016e+30
2,8.910796540002049e-31,7.940229497731248e+61,1.1222341296996668e-31,0.00012475115156002867,7.718531516377593e+30
2,1.1222341296996667e-30,1.2594094418627684e+62,8.910796540002048e-32,0.00015711277815795335,9.720791469041292e+30
2,1.4133522589244068e-30,1.9975646078067234e+62,7.07537695352058e-32,0.00019786931624941694,1.2242456558489653e+31
2,1.7799891795674552e-30,3.1683614793772227e+62,5.618011679391243e-32,0.0002491984851394437,1.5418265381356513e+31
2,2.241735179160816e-30,5.025376613487175e+62,4.4608302055301013e-32,0.0003138429250825142,1.9417908998426252e+31
2,2.8232624507910327e-30,7.9708108660465885e+62,3.542001558232095e-32,0.00039525674311074457,2.445509793384983e+31
2,3.555643387382846e-30,1.2642599898239357e+63,2.8124305253684525e-32,0.0004977900742335983,3.0798981239569146e+31
2,4.4780108539668726e-30,2.005258120824512e+63,2.2331343817850372e-32,0.0006269215195553622,3.8788527772867655e+31
2,5.6396491502497914e-30,3.1805642537913194e+63,1.7731599490647535e-32,0.0007895508810349708,4.885063811310534e+31
2,7.102627388617926e-30,5.04473158215455e+63,1.407929693175959e-32,0.0009943678344065097,6.152295488066609e+31
2,8.945115995258514e-30,8.001510016862971e+63,1.1179284880487456e-32,0.001252316239336192,7.7482590268007955e+31
2,1.1265563542986153e-29,1.2691292194105873e+64,8.876608757158817e-33,0.0015771788960180614,9.758230576351265e+31
2,1.4187957093941743e-29,2.0129812649953182e+64,7.048231069341194e-33,0.001986313993151844,1.2289607723730748e+32
2,1.7868447124853928e-29,3.192814026537006e+64,5.5964572243609276e-33,0.00250158259747955,1.5477648004055979e+32
2,2.250369102046667e-29,5.064161095446323e+64,4.443715473566178e-33,0.003150516742865334,1.949269603413653e+32
2,2.834136094793812e-29,8.032327403813121e+64,3.5284120682734946e-33,0.003967790532711337,2.454928543275249e+32
2,3.5693377573073714e-29,1.2740172025740015e+65,2.8016401584656358e-33,0.00499707286023032,3.0917601864992343e+32
2,4.495257672750182e-29,2.0207341544419384e+65,2.2245665828277282e-33,0.006293360741850254,3.893791970852529e+32
2,5.661369956667588e-29,3.2051109786258365e+65,1.7663569200636077e-33,0.007925917939334623,4.903878372741073e+32
2,7.12998277730537e-29,5.083665440467121e+65,1.4025279320210773e-33,0.009981975888227518,6.175990724376734e+32
2,8.979567630057307e-29,8.063263482277301e+65,1.1136393657225765e-33,0.01257139468208023,7.778101031136937e+32
2,1.1308952257139363e-28,1.2789240115425749e+66,8.842552141545192e-34,0.015832533159995107,9.795813878376313e+32
2,1.4242601250216578e-28,2.0285169037267084e+66,7.021189334952375e-34,0.01993964175030321,1.2336940489157472e+33
2,1.7937266491209227e-28,3.2174552917665733e+66,5.574985466654489e-34,0.025112173087692917,1.5537259335743998e+33
2,2.259036278023755e-28,5.10324490542742e+66,4.426666405175298e-34,0.03162650789233257,1.9567771108106436e+33
2,2.845051618053596e-28,8.094318709389384e+66,3.514874716698942e-34,0.039830722652750346,2.4643835689758327e+33
2,3.583084870363645e-28,1.2838497188228861e+67,2.79089119063627e-34,0.05016318818509103,3.1036679351396303e+33
2,4.512570916731608e-28,2.0363296278531945e+67,2.2160316556848398e-34,0.06317599283424251,3.908788701921572e+33
2,5.683174419607115e-28,3.229847148367667e+67,1.759579992037498e-34,0.07956444187449961,4.922765397446542e+33
2,7.157443523806159e-28,5.1228997796474724e+67,1.3971468956393857e-34,0.10020420933328622,6.199777221619497e+33
2,9.014151953480853e-28,8.125493544044267e+67,1.1093666993419673e-34,0.12619812734873193,7.808057970353188e+33
2,1.1352508080599504e-27,1.2887943972007703e+68,8.808626189915841e-35,0.15893511312839306,9.83354193047465e+33
2,1.4297455865530387e-27,2.044172442267893e+68,6.994251350765777e-35,0.20016438211742543,1.2384455554193208e+34
2,1.800635091166519e-27,3.242286731540258e+68,5.553596088989704e-35,0.25208891276331263,1.5597100257280728e+34
2,2.2677368351645404e-27,5.142630353562086e+68,4.409682748428095e-35,0.31748315692303564,1.964313532969956e+34
2,2.8560091818661677e-27,8.156788446903857e+68,3.5013893034705934e-35,0.39984128546126346,2.4738750102011345e+34
2,3.596884929689012e-27,1.2937581197423929e+69,2.7801834630457873e-35,0.5035638901564616,3.1156215458356607e+34
2,4.529950841744241e-27,2.0520454628619354e+69,2.2075294742380776e-35,0.6341931178441937,3.9238431920965053e+34
2,5.705062861266892e-27,3.2547742251006777e+69,1.7528290648456334e-35,0.7987088005773649,4.941725164515283e+34
2,7.185010033900144e-27,5.162436918724575e+69,1.3917865045167977e-35,1.0059014047460202,6.223655331281389e+34
2,9.048869476572423e-27,8.18820388040441e+69,1.105110425770872e-35,1.2668417267201393,7.838130287115209e+34
2,1.1396231656979115e-26,1.2987409597953294e+70,8.77483040095622e-36,1.595472431977076,9.871415290143424e+34
2,1.435252175045488e-26,2.0599488059728038e+70,6.967416718726148e-36,2.009353045063683,1.2432153620955128e+35
2,1.8075701407063622e-26,3.2673098135732184e+70,5.532288775301522e-36,2.530598196988907,1.5657171652919291e+35
2,2.276470902034805e-26,5.1823197678111584e+70,4.3927642523616626e-36,3.187059262848727,1.971878981255264e+35
2,2.8670089481484395e-26,8.219740308763222e+70,3.4879556293182e-36,4.013812527407815,2.4834030072035753e+35
2,3.6107381392031886e-26,1.3037429909896505e+71,2.7695168174690128e-36,5.055033394884464,3.1276211952225752e+35
2,4.547397704606499e-26,2.0678825883860457e+71,2.199059912853022e-36,6.366356786449098,3.9389556638334286e+35
2,5.727035605086504e-26,3.2798936821928543e+71,1.7461040387313873e-36,8.017849847121106,4.960757954110648e+35
2,7.212682714930196e-26,5.2022791946252825e+71,1.3864466794442627e-36,10.097755800902274,6.2476254062027795e+35
2,9.083720712343474e-26,8.251398197985784e+71,1.1008704821154875e-36,12.717208997280864,7.868318425793494e+35
2,1.1440123632369577e-25,1.3087642872390089e+72,8.741164275275155e-37,16.01617308531741,9.90943451702696e+35
2,1.4407799718683634e-25,2.0758469273370023e+72,6.940685042305439e-37,20.17091960615709,1.2480035394264573e+36
2,1.8145319002177905e-25,3.2925260169079857e+72,5.51106321073757e-37,25.403446603049066,1.5717474410318337e+36
2,2.2852386076954757e-25,5.222315494101956e+72,4.375910666975993e-37,31.993340507736658,1.979473567459136e+36
2,2.878051079441009e-25,8.283178015871557e+72,3.47457349573596e-37,40.29271511217413,2.4929677007758138e+36
2,3.6246447036112796e-25,1.3138049227417302e+73,2.75889109628783e-37,50.745025850557916,3.1396670606159244e+36
2,4.564911763125921e-25,2.0838419405125408e+73,2.1906228463772726e-37,63.9087646837629,3.9541263404452204e+36
2,5.7490929757512015e-25,3.305207004383181e+73,1.739404814320881e-37,80.48730166051682,4.979864047474985e+36
2,7.240461975807983e-25,5.242428962312123e+73,1.3811273415166403e-37,101.36646766131176,6.271687800582937e+36
2,9.118706175780927e-25,8.315080232022523e+73,1.0966468057233568e-37,127.66188646093298,7.898622832469688e+36
2,1.1484184655350649e-24,1.318864971981913e+74,8.707627315397488e-38,160.77858517490907,9.947600172925007e+36
2,1.4463290587044129e-24,2.091867746052793e+74,6.91405592649695e-38,202.4860682186178,1.252810158165746e+37
2,1.821520472572828e-24,3.317936832001938e+74,5.489919081653463e-38,255.0128661601959,1.577800942055529e+37
2,2.294040081704551e-24,5.262619896467022e+74,4.359121743230247e-38,321.16561143863714,1.9870974038047035e+37
2,2.8891357389103478e-24,8.347105317849042e+74,3.461242704979846e-38,404.4790034474487,2.5025692322526375e+37
2,3.6386048284067984e-24,1.3239445097305268e+75,2.748306142488852e-38,509.40467597695175,3.1517593200141795e+37
2,4.58249327610298e-24,2.099924462552902e+75,2.1822181501385966e-38,641.5490586544172,3.969355446104836e+37
2,5.7712352991967425e-24,3.3307156878694513e+75,1.7327312926215e-38,807.9729418875439,4.999043726933831e+37
2,7.268348227020076e-24,5.282888594922588e+75,1.375828412131523e-38,1017.5687517828106,6.29584286998531e+37
2,9.153826383855595e-24,8.37925374657708e+75,1.0924393341823462e-38,1281.5356937397833,7.929043954943887e+37
2,1.1528415377000069e-23,1.3290436110465165e+76,8.674219025756691e-39,1613.9781527800096,9.985912821801074e+37
2,1.4518995175509814e-23,2.1080122090647728e+76,6.887528977809488e-39,2032.659324571374,1.2576352893394755e+38
2,1.828535961039704e-23,3.343543760815394e+76,5.468856075608165e-39,2559.9503454555856,1.5838777578139499e+38
2,2.3028754541190143e-23,5.3032353571838565e+76,4.34239723303907e-39,3224.02563576662,1.9947506029473195e+38
2,2.900263090351497e-23,8.411525993255217e+76,3.4479630600643374e-39,4060.3683264920955,2.512207743513304e+38
2,3.6526187198747064e-23,1.334162351277914e+77,2.7377617996611e-39,5113.666207824589,3.163898152101363e+38
2,4.600142503334903e-23,2.116131105098831e+77,2.1738456999430855e-39,6440.199504668864,3.984643205848622e+38
2,5.793462902614208e-23,3.356421240396705e+77,1.7260833750204318e-39,8110.8480636598915,5.018297275900084e+38
2,7.296341880634014e-23,5.323660483909389e+77,1.3705498129880743e-39,10214.87863288762,6.3200909713427764e+38
2,9.189081855529224e-23,8.443922534761641e+77,1.088248005319795e-39,12864.714597740915,7.959582242740727e+38
2,1.1572816450903352e-22,1.3393008060629925e+78,8.64093891268743e-40,16201.943031264693,1.0024373029790901e+39
2,1.4574914307212214e-22,2.124281270625793e+78,6.861103804261562e-40,20404.8800300971,1.2624790042472939e+39
2,1.8355784692843813e-22,3.3693483169003923e+78,5.447873881359374e-40,25698.09856998134,1.589977978102548e+39
2,2.311744855496757e-22,5.3441642769157225e+78,4.325736889268932e-40,32364.427976954597,2.0024332779762227e+39
2,2.911433298190297e-22,8.47644384981123e+78,3.4347343647597385e-40,40760.066174664156,2.5218833769834682e+39
2,3.6666865850945205e-22,1.3444590513312116e+79,2.727257911993648e-40,51333.612191323286,3.176083736249743e+39
2,4.617859705619514e-22,2.132462826078435e+79,2.1655053720733246e-40,64650.0358786732,3.999989845579639e+39
2,5.81577611445484e-22,3.3823251813463433e+79,1.7194609632832093e-40,81420.86560236776,5.0376249788781945e+39
2,7.324443350304389e-22,5.3647470391818186e+79,1.3652914660858725e-40,102542.20690426145,6.344432462962926e+39
2,9.224473111762316e-22,8.509090418962595e+79,1.0840727572015787e-40,129142.62356467242,7.990238147116168e+39
2,1.1617388533162691e-21,1.3496371633046e+80,8.607786484418819e-41,162643.43946427768,1.0062981365210172e+40
2,1.463104880845311e-21,2.1406758923533718e+80,6.834780015375579e-41,204834.68331834354,1.2673413744634573e+40
2,1.8426481013720853e-21,3.395352025490151e+80,5.42697218885892e-41,257970.73419209194,1.5961016930626166e+40
2,2.3206484168985075e-21,5.385409074853549e+80,4.309140465734472e-41,324890.778365791,2.0101455424162092e+40
2,2.9226465274858662e-21,8.541862724625192e+80,3.4215564235892225e-41,409170.5138480213,2.53159627563733e+40
2,3.680808631943133e-21,1.3548352184987079e+81,2.7167943242734975e-41,515313.2084720386,3.1883162525222727e+40
2,4.635645144759085e-21,2.148920590812848e+81,2.157197043286561e-41,648990.3202662719,4.015395592071003e+40
2,5.838175264434891e-21,3.408429041825941e+81,1.7128639595522584e-41,817344.5370208847,5.057027121468362e+40
2,7.352653051278966e-21,5.406150689248188e+81,1.3600532937237586e-41,1029371.4271790552,6.368867704533351e+40
2,9.260000675521823e-21,8.574761251066463e+81,1.0799135281311926e-41,1296400.0945730552,8.0210121210641585e+40
2,1.1662132282407797e-20,1.3600532937237808e+82,8.57476125106632e-42,1632698.5195370915,1.0101738398563912e+41
2,1.4687399508716735e-20,2.157197043286526e+82,6.808557222172081e-42,2056235.9312203429,1.2722224718378863e+41
2,1.849744961768844e-20,3.4215564235892224e+82,5.4061506892481884e-42,2589642.9464763817,1.6022489931826237e+41
